eventid,driverid,speed,lat,lon,eventdate,eventtime
5920,8,3,6.9832415,2.6636066,5/5/2019,1:43 AM
5921,256,28,-16.9163431,-56.0249982,5/7/2019,10:15 AM
5922,64,80,22.517585,113.39277,6/1/2019,10:15 PM
5923,146,24,29.72277,106.53519,2/18/2019,8:52 PM
5924,293,61,7.1453088,3.3590446,2/3/2019,8:39 AM
5925,129,63,0.707531,30.0636349,1/16/2019,1:05 PM
5926,170,25,41.1082303,-8.1579962,6/19/2019,8:04 PM
5927,224,77,-0.931556,-78.60585,4/22/2019,1:56 PM
5928,222,80,-28.9361187,-49.4923013,7/9/2019,8:05 PM
5929,142,8,39.07,-84.53,4/18/2019,1:49 PM
5930,278,75,-23.5441298,-46.3660676,4/9/2019,4:51 PM
5931,192,12,10.7027142,123.8022032,9/6/2019,9:21 PM
5932,39,67,14.6698,-90.357,5/4/2019,7:56 PM
5933,270,28,36.3988682,139.9492467,7/22/2019,12:05 PM
5934,52,21,13.918464,-90.872553,2/3/2019,4:19 AM
5935,9,12,37.7688197,140.7154397,12/26/2019,10:59 AM
5936,74,8,58.276821,12.3176309,2/11/2019,5:24 AM
5937,66,55,61.4559668,23.7382315,11/29/2019,12:11 AM
5938,189,35,-39.2147054,176.6906671,6/11/2019,5:40 AM
5939,286,17,51.1211697,58.6199937,10/3/2019,11:26 PM
5940,73,66,23.17446,107.69503,1/12/2020,4:55 AM
5941,46,52,10.6095479,122.955299,6/24/2019,10:06 AM
5942,199,78,23.113478,113.417068,4/2/2019,3:08 PM
5943,239,17,22.8564518,-82.4211025,4/17/2019,2:06 AM
5944,299,42,43.9676803,133.0547021,11/18/2019,5:23 PM
5945,8,42,11.1051054,122.642712,9/30/2019,10:29 AM
5946,129,4,48.5556837,-71.3205493,5/10/2019,6:46 AM
5947,24,42,-6.9069547,107.5593913,11/23/2019,7:01 PM
5948,149,70,47.859986,-3.6006683,3/31/2019,11:13 PM
5949,67,80,28.8395155,52.5638794,7/24/2019,7:17 AM
5950,103,69,-8.5320128,122.904318,8/28/2019,11:58 PM
5951,99,63,50.8033215,44.5657928,2/5/2019,5:08 PM
5952,228,72,39.105787,111.862117,3/23/2019,10:30 AM
5953,183,10,0.8150687,-77.7165925,8/13/2019,1:34 PM
5954,13,20,39.437477,115.496651,11/3/2019,10:35 AM
5955,135,44,10.378758,-66.8521565,7/13/2019,11:17 AM
5956,235,78,51.8948456,15.4110348,5/28/2019,2:03 AM
5957,232,69,9.7333906,-63.1914317,9/16/2019,5:04 AM
5958,60,79,31.2823103,121.5045889,11/29/2019,7:16 AM
5959,173,14,26.641315,100.222545,11/6/2019,9:25 AM
5960,12,53,45.85029,3.53936,6/9/2019,11:52 PM
5961,228,77,4.2292379,126.798485,1/8/2020,4:01 PM
5962,149,64,-34.8411832,-58.4389753,1/31/2019,9:22 AM
5963,114,77,22.843818,114.164223,1/3/2020,11:06 PM
5964,123,78,26.1656051,50.5523828,5/1/2019,11:45 PM
5965,267,78,-16.2803207,27.4732571,4/17/2019,10:41 PM
5966,48,66,30.5211502,112.8915932,3/3/2019,7:24 AM
5967,20,39,20.6518868,-105.2061347,12/24/2019,4:22 PM
5968,42,75,15.0270435,-91.148259,8/20/2019,9:56 AM
5969,124,76,40.5895257,46.3271378,1/16/2019,5:48 PM
5970,278,59,-7.0631844,107.7843483,2/3/2019,3:13 PM
5971,44,54,-8.0935505,111.692902,4/26/2019,12:35 AM
5972,138,54,-35.0234334,-63.5803937,8/6/2019,2:04 PM
5973,272,7,13.1956813,108.6877976,8/19/2019,11:36 AM
5974,278,16,8.4297819,-82.8317486,6/9/2019,3:47 AM
5975,110,75,56.4428126,59.129251,11/4/2019,5:31 AM
5976,224,7,-7.974394,112.671469,10/9/2019,5:03 AM
5977,156,4,50.8022561,20.80789,12/28/2019,7:21 AM
5978,118,36,29.7755232,-9.1663731,12/2/2019,9:11 PM
5979,179,29,30.400907,111.81127,7/5/2019,8:17 PM
5980,250,61,13.2012186,100.9380801,8/3/2019,7:38 AM
5981,231,43,28.297306,120.632491,1/14/2019,8:37 PM
5982,181,40,27.758574,117.062372,12/15/2019,4:51 AM
5983,69,72,-13.4932812,-71.7844893,12/5/2019,8:00 AM
5984,156,20,33.1212187,131.5637393,6/20/2019,8:27 AM
5985,250,70,-3.6528013,32.1611288,2/23/2019,2:31 AM
5986,24,6,48.4978938,30.9365392,9/25/2019,2:34 PM
5987,50,49,38.3927202,23.7930669,6/9/2019,9:58 AM
5988,74,36,15.823909,103.8911999,3/19/2019,5:12 AM
5989,193,72,46.1282187,30.384612,9/18/2019,12:34 PM
5990,140,23,41.4410475,22.0126949,3/18/2019,4:16 AM
5991,19,19,-7.811056,108.438797,7/7/2019,5:13 AM
5992,121,74,33.8153704,-6.0573302,1/26/2019,1:51 AM
5993,210,9,53.6557845,41.6873842,12/31/2019,11:07 AM
5994,44,62,29.162252,119.729415,10/13/2019,6:22 AM
5995,221,27,-22.9531705,-46.5423239,10/31/2019,12:37 AM
5996,30,58,30.03495,107.122289,10/26/2019,1:57 PM
5997,109,37,30.741991,121.341969,5/12/2019,9:26 AM
5998,65,21,48.8134287,7.7825969,3/13/2019,11:53 AM
5999,290,18,57.6959194,11.8724097,5/29/2019,7:24 AM
6000,30,51,31.5438478,130.5387356,7/8/2019,6:25 PM
6001,102,73,-7.2739902,108.1250791,5/24/2019,5:26 PM
6002,143,30,41.790245,123.374698,7/14/2019,5:35 PM
6003,215,11,8.1219,122.673813,6/25/2019,4:48 AM
6004,108,57,39.8007621,116.504048,5/19/2019,2:14 PM
6005,193,54,24.245418,112.047678,7/26/2019,2:34 PM
6006,4,9,45.478943,42.1414011,11/7/2019,9:52 PM
6007,157,2,36.5683543,128.729357,2/21/2019,8:46 AM
6008,140,64,12.8074809,122.0553349,3/31/2019,10:20 AM
6009,291,12,-6.5445698,106.22868,1/10/2020,8:55 AM
6010,167,9,10.4704517,-66.7992646,11/11/2019,10:23 AM
6011,25,77,56.4399654,59.1220846,1/12/2020,4:54 PM
6012,290,49,52.2348348,104.2973676,7/22/2019,4:42 AM
6013,30,69,31.105555,111.214922,2/9/2019,8:55 PM
6014,188,45,12.8764967,11.0315823,5/31/2019,3:40 PM
6015,108,80,7.2992002,125.157404,8/8/2019,8:26 PM
6016,142,77,41.1544623,-7.9159974,11/2/2019,3:09 AM
6017,113,35,48.966667,96.783333,1/18/2019,5:00 PM
6018,299,6,60.3734699,21.9469705,5/5/2019,10:42 PM
6019,280,78,44.8568897,38.6720778,7/1/2019,4:57 AM
6020,9,16,52.9480781,-7.0472382,1/18/2019,11:34 AM
6021,215,64,2.7774231,45.5016253,8/7/2019,4:47 AM
6022,118,7,-22.7106685,-43.5522256,2/19/2019,4:51 AM
6023,269,24,54.4555308,83.3748613,10/10/2019,8:55 PM
6024,266,17,57.1447448,43.1648753,5/23/2019,5:13 AM
6025,44,31,14.4103464,-88.9521595,5/22/2019,3:36 PM
6026,17,59,26.602423,110.994507,10/16/2019,3:13 PM
6027,230,76,21.356694,110.525677,7/22/2019,6:42 PM
6028,258,42,16.842826,120.402603,8/22/2019,2:36 AM
6029,49,64,-25.6200963,-53.758612,7/23/2019,7:07 PM
6030,103,39,-34.7682125,-58.3613645,12/5/2019,12:48 PM
6031,159,69,66.1204228,76.6925385,5/10/2019,1:34 AM
6032,35,40,60.910493,-46.04349,3/4/2019,2:58 AM
6033,269,23,25.606486,100.267638,3/13/2019,7:00 PM
6034,11,76,-20.2976178,-40.2957768,6/3/2019,2:06 AM
6035,9,80,7.9632405,123.8751554,8/2/2019,11:49 AM
6036,216,66,3.01228,-76.484533,10/30/2019,10:21 PM
6037,292,80,-19.6189005,-44.0404979,8/4/2019,6:00 AM
6038,127,30,-5.7577862,105.6984455,4/6/2019,5:01 AM
6039,252,57,7.7013471,-72.5441445,4/10/2019,11:39 PM
6040,169,30,59.2542117,18.027354,10/21/2019,8:00 PM
6041,242,28,39.790486,-104.9000469,3/11/2019,8:47 PM
6042,138,39,31.2171769,121.5316367,11/28/2019,7:44 AM
6043,184,18,-6.1583904,106.4288088,2/19/2019,5:22 AM
6044,19,3,-21.2915055,-50.3436312,5/22/2019,6:44 PM
6045,47,44,26.6849798,100.7492159,8/13/2019,8:51 AM
6046,176,14,27.7303815,112.0069982,4/10/2019,6:20 PM
6047,121,65,5.8734472,124.8979544,12/5/2019,1:21 AM
6048,245,79,35.177451,109.590671,12/13/2019,10:25 PM
6049,217,49,-6.8377775,107.8738258,1/6/2020,4:27 AM
6050,259,59,-33.4442688,-70.7233493,3/29/2019,11:03 AM
6051,252,14,31.5909061,120.4927974,10/21/2019,6:40 PM
6052,274,23,48.3009689,-1.2836594,5/29/2019,3:01 AM
6053,132,75,39.3881052,49.2413743,1/13/2020,12:30 AM
6054,276,24,-38.951721,-68.1038808,2/23/2019,2:15 PM
6055,43,29,51.9700801,85.841294,8/21/2019,7:29 PM
6056,202,55,-7.1057357,108.7066398,6/1/2019,3:28 AM
6057,182,32,40.9177668,-8.5813851,12/6/2019,4:27 PM
6058,263,18,-21.5320586,-42.4528138,11/10/2019,6:07 AM
6059,267,6,31.8167901,73.9212283,2/22/2019,1:00 PM
6060,19,14,-25.53599,-56.73246,5/27/2019,3:56 PM
6061,138,36,26.8570638,44.1672804,8/19/2019,2:38 PM
6062,83,1,34.016449,64.5266446,3/21/2019,6:43 AM
6063,55,14,41.1617715,-8.035514,2/8/2019,12:31 AM
6064,164,58,-7.1240121,111.6049608,1/25/2019,3:35 AM
6065,146,15,14.5700525,121.021201,11/17/2019,2:54 PM
6066,202,25,35.87616,102.801062,12/25/2019,1:01 PM
6067,207,72,-4.6,34.35,2/27/2019,6:56 AM
6068,60,3,60.955867,22.6282967,4/2/2019,6:46 PM
6069,145,69,-7.1501862,108.8105899,8/2/2019,2:39 AM
6070,45,24,38.984289,118.498758,6/28/2019,7:39 AM
6071,29,28,38.7432706,-9.3719884,6/10/2019,12:42 AM
6072,136,77,19.3624962,-96.6565439,8/17/2019,7:48 PM
6073,77,73,50.1967098,15.8068965,9/29/2019,7:38 PM
6074,11,45,49.7180346,35.1228303,2/21/2019,5:43 PM
6075,27,30,28.0964047,-81.9207423,11/25/2019,4:52 AM
6076,86,53,41.11028,21.01139,9/12/2019,1:59 AM
6077,39,17,28.112525,112.989854,12/16/2019,4:50 AM
6078,117,60,40.7737307,44.2225655,2/26/2019,6:44 AM
6079,133,2,29.051304,111.546653,11/9/2019,6:32 AM
6080,86,80,5.9840985,116.0761121,10/7/2019,4:45 AM
6081,144,18,-17.1406793,-71.8230371,10/14/2019,5:28 AM
6082,23,29,43.4676913,19.8125507,12/29/2019,10:10 PM
6083,130,6,29.693316,120.167774,6/25/2019,5:20 PM
6084,121,40,22.7244454,58.5258173,2/23/2019,9:41 PM
6085,100,46,36.7027082,67.7079491,6/14/2019,5:52 PM
6086,177,70,26.422277,112.859759,12/27/2019,9:45 AM
6087,236,43,-6.8527,115.2624,2/5/2019,7:44 AM
6088,61,72,30.750211,121.134569,3/13/2019,5:41 PM
6089,32,13,-8.7334983,121.7508912,8/13/2019,3:16 AM
6090,232,24,56.136002,111.722923,8/27/2019,12:20 AM
6091,54,46,22.69569,112.225334,12/14/2019,6:21 AM
6092,61,1,6.4329457,1.2073261,1/16/2019,3:45 AM
6093,156,2,-37.0716565,174.9770262,6/1/2019,10:49 PM
6094,80,51,35.03566,37.475109,12/2/2019,7:40 AM
6095,241,74,45.7631589,106.2650297,6/19/2019,8:24 PM
6096,80,5,63.1110463,7.7291951,3/21/2019,1:49 AM
6097,69,30,-7.0868507,107.5630511,5/15/2019,10:57 PM
6098,67,56,62.1738098,29.2055142,4/22/2019,7:36 AM
6099,194,50,52.2876905,45.3602833,9/23/2019,8:14 AM
6100,258,44,-12.266667,-74.95,2/12/2019,4:10 PM
6101,240,64,58.4194701,15.1532963,2/4/2019,3:38 PM
6102,154,78,37.105382,116.694361,2/13/2019,11:20 PM
6103,121,16,54.1100086,-112.4800499,4/15/2019,10:54 AM
6104,238,40,5.95661,-72.9489509,7/24/2019,2:23 PM
6105,273,20,3.3262879,99.1566855,7/18/2019,2:45 AM
6106,111,15,53.5313317,43.6704377,1/18/2019,5:04 PM
6107,257,37,25.2048493,55.2707828,11/6/2019,7:08 PM
6108,68,79,29.236985,110.66263,9/25/2019,1:30 PM
6109,119,75,7.9903188,5.1249662,8/5/2019,9:08 PM
6110,182,14,35.6619592,140.3178323,7/10/2019,4:42 PM
6111,2,76,52.78345,-67.08204,4/7/2019,8:13 PM
6112,2,62,53.16972,83.21333,1/8/2020,6:44 PM
6113,40,49,54.194145,37.6912329,4/5/2019,4:18 PM
6114,131,41,28.229112,103.638067,10/13/2019,10:13 AM
6115,157,74,14.6087807,121.0334173,10/15/2019,12:54 PM
6116,167,7,59.260523,15.1978279,12/8/2019,7:48 PM
6117,244,5,37.510549,118.325556,8/16/2019,10:27 AM
6118,126,32,33.8092255,-84.2805478,9/29/2019,4:16 AM
6119,255,10,31.245723,118.549164,8/12/2019,6:57 AM
6120,215,21,45.0485391,20.0808092,3/5/2019,12:44 AM
6121,286,54,48.4057628,2.6949635,6/15/2019,12:39 PM
6122,66,23,34.295348,119.119278,1/19/2019,9:07 PM
6123,230,44,40.9612198,129.3209986,9/18/2019,4:17 AM
6124,212,21,52.5473522,62.5000106,11/4/2019,11:05 AM
6125,245,14,39.0729188,22.5513331,3/28/2019,11:35 AM
6126,227,33,-32.4871605,-58.2510984,6/4/2019,4:19 PM
6127,205,51,44.0854864,43.1007634,2/11/2019,8:14 PM
6128,182,2,17.1179264,121.583097,1/26/2019,11:37 PM
6129,156,40,25.112046,99.161761,9/11/2019,3:47 AM
6130,69,25,48.1933831,13.1657762,4/2/2019,6:02 PM
6131,256,78,-8.0604,111.5793,1/17/2019,10:39 AM
6132,9,51,42.0948645,-80.1707662,10/1/2019,1:04 PM
6133,150,32,32.010214,119.606439,12/10/2019,5:29 PM
6134,264,42,20.3192475,105.7439194,3/29/2019,11:02 PM
6135,298,38,53.0903178,8.9354031,5/20/2019,8:58 AM
6136,5,70,5.1650775,96.3372305,1/12/2020,9:00 AM
6137,213,5,30.17106,108.165335,7/12/2019,7:41 PM
6138,190,62,36.9549975,65.1254488,10/26/2019,2:29 AM
6139,45,78,-11.5886713,43.277533,4/25/2019,1:35 AM
6140,160,29,-8.1938024,111.0847891,8/6/2019,1:15 AM
6141,77,11,60.3588201,22.2240066,10/2/2019,3:46 PM
6142,148,60,19.3864947,-99.1435398,5/5/2019,5:10 AM
6143,184,39,32.48998,35.40163,4/6/2019,6:47 AM
6144,24,63,32.777591,35.305683,7/25/2019,11:48 PM
6145,181,59,39.5530795,-8.339861,4/14/2019,7:27 AM
6146,280,31,40.0480719,20.7528378,7/28/2019,3:02 PM
6147,52,44,66.5299478,66.6127258,8/29/2019,2:58 PM
6148,100,65,-38.951448,-67.993234,11/18/2019,4:57 AM
6149,151,38,46.5210948,32.5201269,12/19/2019,3:34 PM
6150,295,66,31.2303904,121.4737021,5/4/2019,12:25 AM
6151,21,10,-8.781999,36.3608819,7/11/2019,5:22 PM
6152,171,46,16.3763389,102.1287289,10/31/2019,3:15 AM
6153,227,48,13.28386,-61.1213871,6/11/2019,6:25 PM
6154,299,45,36.9549975,65.1254488,3/26/2019,7:01 PM
6155,123,35,37.8744535,44.9801966,7/22/2019,5:00 PM
6156,221,53,15.1766973,106.2345633,3/21/2019,1:26 AM
6157,205,29,31.471686,119.934764,1/30/2019,11:52 PM
6158,26,13,-8.5693,116.6242,11/15/2019,12:50 AM
6159,169,3,44.9794968,19.6209662,10/26/2019,8:05 PM
6160,132,7,41.26327,71.54239,8/9/2019,3:20 PM
6161,2,74,51.2688569,22.636336,7/12/2019,5:46 AM
6162,82,68,-6.6641,111.5655,3/20/2019,1:11 PM
6163,167,19,45.5380557,17.9794368,1/10/2020,5:45 PM
6164,117,20,31.2303904,121.4737021,11/22/2019,12:11 PM
6165,69,71,-33.7363181,25.3908518,11/10/2019,11:08 AM
6166,199,38,11.4720137,49.8739267,8/1/2019,10:37 PM
6167,258,2,24.663055,118.41315,2/13/2019,8:04 AM
6168,210,20,16.8047297,99.1013498,5/4/2019,3:28 AM
6169,281,2,42.284605,125.744735,9/22/2019,5:46 PM
6170,210,73,24.9936281,121.3009798,10/25/2019,9:20 AM
6171,278,79,54.4168102,27.2930165,7/21/2019,5:04 AM
6172,201,30,59.4005705,16.4401504,4/17/2019,10:59 AM
6173,93,33,26.885704,120.005147,4/29/2019,8:06 AM
6174,80,3,35.2593608,36.3768911,9/10/2019,9:44 PM
6175,249,69,-7.7823871,110.374855,9/19/2019,1:16 PM
6176,123,53,37.438101,112.028866,5/12/2019,3:56 AM
6177,184,76,48.8610504,2.3237084,2/22/2019,8:56 PM
6178,121,36,36.1899557,117.1168644,12/16/2019,2:56 AM
6179,12,54,31.623728,121.397421,6/17/2019,12:07 PM
6180,25,14,-2.416604,115.239098,11/17/2019,5:01 AM
6181,116,34,4.7406191,7.0848063,6/25/2019,10:10 AM
6182,216,63,41.4023768,-8.3684974,4/6/2019,12:39 PM
6183,211,24,50.728686,15.4452326,9/13/2019,7:35 PM
6184,248,74,31.62519,65.05511,7/8/2019,11:14 AM
6185,135,54,-7.7556135,112.029752,2/3/2019,5:49 PM
6186,181,75,-38.9615131,-68.103824,12/8/2019,12:21 AM
6187,59,15,-13.60277,-71.7676089,6/22/2019,12:57 PM
6188,189,57,53.3870149,-6.2057463,1/9/2020,11:11 PM
6189,78,3,56.1073342,69.6003357,3/14/2019,5:33 AM
6190,118,30,49.911732,20.8725617,11/29/2019,9:35 PM
6191,78,6,50.5251922,16.8791589,12/30/2019,12:28 AM
6192,218,36,29.237137,91.773134,8/27/2019,2:27 AM
6193,253,46,58.5023638,13.1702373,2/15/2019,11:40 AM
6194,238,74,46.3698404,15.8995273,12/5/2019,4:35 PM
6195,10,68,-7.4242782,109.2396366,4/28/2019,10:47 PM
6196,73,33,45.0775463,15.3692353,1/28/2019,2:14 PM
6197,118,39,49.2752229,1.207968,6/9/2019,4:32 PM
6198,246,37,43.0429124,1.9038837,4/19/2019,11:59 AM
6199,101,25,57.9244338,12.544198,11/20/2019,10:05 AM
6200,117,63,-9.9732219,124.5306837,6/4/2019,1:29 PM
6201,165,20,-28.5393727,25.2126293,1/5/2020,8:15 AM
6202,133,36,9.2478,124.7215982,7/5/2019,11:33 PM
6203,94,55,58.8781209,14.9037055,3/4/2019,8:41 AM
6204,13,11,13.6154575,123.489418,7/28/2019,4:52 AM
6205,155,41,59.5153313,34.1866615,3/29/2019,1:35 AM
6206,256,53,14.9649534,102.6298251,2/20/2019,6:10 PM
6207,10,71,15.7309288,-87.8991514,3/25/2019,4:02 PM
6208,99,24,28.2586882,108.1171371,4/12/2019,2:35 AM
6209,269,9,50.5765673,32.7675141,12/26/2019,11:03 AM
6210,270,6,15.6338588,103.3421371,4/13/2019,3:31 PM
6211,292,43,-7.3032329,108.6591293,6/10/2019,2:11 AM
6212,43,73,50.2527847,20.7999452,9/17/2019,2:46 AM
6213,61,61,57.8197659,12.9376332,8/20/2019,7:34 PM
6214,191,79,31.298974,120.585289,4/19/2019,4:49 AM
6215,244,32,47.5173564,42.1602043,11/30/2019,10:56 AM
6216,238,4,52.1814619,32.583994,4/9/2019,4:44 AM
6217,22,7,38.5274257,22.2033742,10/5/2019,1:32 PM
6218,231,39,39.8786639,-104.6821048,8/25/2019,7:57 PM
6219,134,18,-7.5739492,-78.0699576,4/16/2019,9:34 AM
6220,111,9,-12.6245549,-39.1023228,6/14/2019,5:33 PM
6221,215,57,44.439233,129.500041,5/31/2019,7:29 AM
6222,189,27,41.095685,121.1268459,1/24/2019,2:27 PM
6223,284,46,52.083111,20.3863042,2/4/2019,7:49 PM
6224,224,21,18.9494246,72.8305922,7/24/2019,10:46 AM
6225,51,23,4.3202706,21.1861342,3/8/2019,9:35 PM
6226,295,13,11.5358447,124.4553581,8/25/2019,2:49 AM
6227,70,37,55.7,37.58333,8/2/2019,1:39 AM
6228,219,31,-7.4726134,112.6675398,2/22/2019,3:32 AM
6229,155,4,-8.2104974,114.9671388,1/23/2019,10:44 AM
6230,76,3,20.9611497,100.8211626,3/9/2019,11:31 AM
6231,222,24,12.4082969,9.5291085,10/17/2019,11:50 PM
6232,3,5,18.578496,108.736289,1/18/2019,3:11 PM
6233,9,18,36.796303,106.957542,3/6/2019,1:30 PM
6234,76,74,-14.9061237,50.2785486,3/30/2019,11:49 AM
6235,58,33,18.5058296,-70.3051347,12/8/2019,5:53 AM
6236,93,5,9.8965273,8.8583309,4/19/2019,7:02 AM
6237,199,26,48.7282419,2.3694452,5/18/2019,6:39 PM
6238,73,38,29.689847,121.28259,4/26/2019,10:03 AM
6239,209,60,-7.2452522,-79.4760133,8/24/2019,6:10 PM
6240,181,13,35.7441454,138.4737282,6/22/2019,9:47 AM
6241,251,53,-24.9288708,-53.4392535,4/24/2019,12:44 AM
6242,198,50,-7.3497666,108.2288552,1/3/2020,3:39 PM
6243,139,61,34.7577423,-2.432221,7/7/2019,7:16 AM
6244,26,15,32.446834,35.167274,10/17/2019,1:30 AM
6245,75,29,21.912701,111.902604,10/1/2019,5:17 AM
6246,93,36,-0.1423977,100.4902451,8/21/2019,6:52 AM
6247,38,72,29.7162314,113.8688645,7/3/2019,11:30 AM
6248,201,39,23.0029267,105.2545888,11/15/2019,6:52 PM
6249,234,37,49.9555247,15.9914362,4/15/2019,11:24 PM
6250,67,64,9.9886653,122.8148975,10/11/2019,10:41 PM
6251,151,34,-23.3879703,-49.5076392,12/3/2019,2:25 PM
6252,71,39,-38.9719333,-68.0439522,2/15/2019,10:32 PM
6253,151,21,61.337971,40.081276,9/30/2019,5:58 PM
6254,76,47,41.86624,125.582116,2/1/2019,2:08 PM
6255,155,25,44.18333,15.65,9/15/2019,7:24 PM
6256,215,66,32.7668648,-7.5057737,7/19/2019,5:02 AM
6257,73,3,-7.1845289,111.5572638,10/9/2019,2:11 PM
6258,214,71,22.69569,112.225334,4/26/2019,12:04 AM
6259,86,6,14.549965,-86.8270545,5/26/2019,5:15 AM
6260,91,29,51.4299433,5.4072542,9/2/2019,11:24 AM
6261,80,31,-7.1988888,107.5505152,1/19/2019,7:42 PM
6262,112,44,-30.2915042,-54.5218074,6/25/2019,11:34 AM
6263,102,53,0.783255,102.069801,7/8/2019,11:14 AM
6264,300,53,34.857149,118.07065,10/31/2019,7:27 PM
6265,222,45,48.749354,2.480322,9/7/2019,6:44 AM
6266,153,24,40.2627673,45.7004954,2/15/2019,10:38 AM
6267,264,2,48.4187171,36.429969,6/25/2019,6:53 AM
6268,152,7,46.2287025,15.5190353,10/23/2019,7:02 PM
6269,36,61,14.42099,47.195011,5/14/2019,9:18 AM
6270,91,31,11.7072355,11.0824912,4/12/2019,6:31 AM
6271,115,1,-1.658501,29.2204548,10/27/2019,3:07 AM
6272,219,50,14.1148241,-87.1098612,3/10/2019,6:44 AM
6273,81,34,0.1429969,117.4938098,10/20/2019,6:42 PM
6274,251,55,33.5590518,71.4915293,10/1/2019,4:03 PM
6275,157,61,45.6739962,4.956609,12/29/2019,11:46 AM
6276,236,23,8.1296031,-81.026991,2/12/2019,3:38 PM
6277,106,11,7.138166,7.6697323,10/22/2019,11:39 AM
6278,172,9,54.98806,35.31083,2/14/2019,1:17 PM
6279,25,70,36.759507,110.632006,5/5/2019,8:21 PM
6280,99,72,13.034203,123.449929,2/21/2019,12:37 PM
6281,161,43,38.913307,115.484517,2/20/2019,4:31 AM
6282,287,28,5.329576,103.1369108,2/12/2019,4:43 AM
6283,191,33,45.456699,38.9760024,3/24/2019,2:38 AM
6284,134,34,38.6152027,-28.0339781,1/10/2020,8:54 PM
6285,210,20,4.7524091,-55.0272904,6/9/2019,12:31 PM
6286,256,76,-0.4532293,39.6460988,7/24/2019,5:13 AM
6287,258,70,49.3203637,15.3266695,5/15/2019,1:58 AM
6288,272,59,-0.9761111,100.6838889,1/7/2020,5:50 AM
6289,82,58,1.6832081,101.4537902,6/24/2019,1:36 PM
6290,272,11,40.381657,116.948097,1/7/2020,5:08 AM
6291,39,6,-0.4616728,-76.9931074,6/26/2019,6:06 PM
6292,30,64,37.510549,118.325556,8/12/2019,3:59 PM
6293,267,62,52.6052298,48.9659955,8/15/2019,3:33 AM
6294,127,31,-28.4629851,-52.9814383,7/22/2019,9:47 AM
6295,246,26,38.2305534,15.5532993,10/15/2019,1:26 PM
6296,56,70,13.2143917,12.0289902,1/31/2019,1:23 AM
6297,257,3,41.05,-73.54,12/31/2019,7:07 PM
6298,85,76,41.336619,112.4610436,2/15/2019,11:23 PM
6299,53,55,50.0022253,8.1937267,7/3/2019,1:21 AM
6300,27,43,40.324768,97.521763,9/1/2019,11:28 PM
6301,188,42,59.0897572,9.6973548,3/31/2019,11:52 AM
6302,78,61,30.823054,110.973252,3/11/2019,1:26 AM
6303,83,74,41.45472,20.02556,7/13/2019,1:34 AM
6304,49,68,28.915807,115.998308,10/2/2019,1:36 PM
6305,135,71,14.13,122.967904,10/6/2019,4:15 AM
6306,102,13,-7.5045992,112.542328,1/5/2020,1:00 AM
6307,220,40,46.689671,126.11386,1/1/2020,10:15 AM
6308,150,42,-20.4703278,-45.1120424,10/22/2019,10:36 AM
6309,114,48,10.8117907,123.9251851,10/22/2019,1:46 PM
6310,122,65,48.4590993,-67.4401254,12/22/2019,7:50 PM
6311,265,54,56.9940675,13.209918,8/22/2019,6:08 PM
6312,123,14,30.1253988,31.3181252,9/6/2019,6:16 AM
6313,135,3,-6.2204747,155.6376301,11/21/2019,5:02 AM
6314,294,9,32.8335722,35.9642215,10/5/2019,1:22 PM
6315,107,53,40.4234188,-8.7397233,5/26/2019,5:33 PM
6316,152,6,35.0900891,134.1994263,8/2/2019,3:23 AM
6317,135,33,46.4354039,141.859272,4/12/2019,6:54 AM
6318,74,62,-8.3765619,115.1918802,3/31/2019,4:23 PM
6319,9,47,40.767421,73.3030715,11/30/2019,6:43 AM
6320,67,8,14.6066438,104.705431,8/31/2019,8:07 AM
6321,235,16,43.916823,81.324136,12/17/2019,5:03 AM
6322,201,40,35.2923343,10.7041509,5/17/2019,2:03 PM
6323,123,47,-6.70377,107.9087438,5/20/2019,2:41 AM
6324,71,51,16.5662,121.263,5/6/2019,4:11 AM
6325,201,65,52.1837429,34.0412051,8/29/2019,2:12 AM
6326,117,26,26.2285161,50.5860497,5/21/2019,6:11 AM
6327,88,62,-28.7523,19.295048,5/11/2019,5:09 AM
6328,240,79,56.6566914,16.5063562,12/13/2019,4:17 AM
6329,268,38,-2.7416678,107.6529988,2/3/2019,9:03 AM
6330,28,48,40.0150745,44.5191627,12/22/2019,11:36 PM
6331,21,80,42.6592868,20.2887358,3/15/2019,4:58 AM
6332,171,1,50.72372,-121.28207,2/10/2019,12:45 PM
6333,168,79,15.4217858,51.678158,4/2/2019,3:39 PM
6334,47,6,-34.6161437,-58.5238406,12/23/2019,2:57 AM
6335,58,21,35.41,127.38583,5/9/2019,4:25 AM
6336,26,71,58.5336853,59.0754123,11/12/2019,8:29 PM
6337,21,75,-8.6508134,118.7023068,2/16/2019,12:23 AM
6338,13,27,14.55647,121.018975,12/8/2019,11:03 AM
6339,79,36,11.1856085,124.9202302,7/1/2019,11:36 AM
6340,119,13,38.7760203,-9.1024092,6/20/2019,6:55 AM
6341,264,33,19.0561748,-98.2151462,3/27/2019,1:55 AM
6342,12,32,10.9155965,106.7692013,5/19/2019,6:52 PM
6343,124,64,28.225095,116.549282,5/16/2019,12:40 AM
6344,192,74,49.8922979,19.621588,11/26/2019,1:06 AM
6345,101,51,55.6583701,39.8653499,7/14/2019,3:33 PM
6346,72,65,54.5728766,20.1764433,3/25/2019,7:51 PM
